name,price,url,image,bedrooms,sqft,address,city,state,zip
"22 Louisburg Sq, Boston, MA 02108",16000000,https://www.realtor.com/realestateandhomes-detail/22-Louisburg-Sq_Boston_MA_02108_M48888-73000,https://ap.rdcpix.com/98dd3d795cbc41fba3f316ebe76e138dl-m609754311od-w480_h480_q80.jpg,4,7424,22 Louisburg Sq,Boston,MA,02108
"124 Leyden St, Boston, MA 02128",925000,https://www.realtor.com/realestateandhomes-detail/124-Leyden-St_East-Boston_MA_02128_M94148-91880,https://ap.rdcpix.com/02f70eb3fb4d5176a01ca9fbe207e64cl-m1824805814od-w480_h480_q80.jpg,,,124 Leyden St,Boston,MA,02128
"933 E Broadway, Boston, MA 02127",2995000,https://www.realtor.com/realestateandhomes-detail/933-E-Broadway_Boston_MA_02127_M92347-66611,https://ap.rdcpix.com/1290af54a83b54aac616b66bcf371c14l-b1968002676od-w480_h480_q80.jpg,12,5400,933 E Broadway,Boston,MA,02127
"714 Walk Hill St, Boston, MA 02126",149000,https://www.realtor.com/realestateandhomes-detail/714-Walk-Hill-St_Mattapan_MA_02126_M96269-40142,https://ap.rdcpix.com/c6fa35088c46b5c0734ff9420e5b20f6l-b438982059od-w480_h480_q80.jpg,,,714 Walk Hill St,Boston,MA,02126
"1 Glenwood Ave, Boston, MA 02136",449900,https://www.realtor.com/realestateandhomes-detail/1-Glenwood-Ave_Hyde-Park_MA_02136_M43234-07813,https://ap.rdcpix.com/232be1ca163bbc0c4d66179c6d0d5085l-m2914487651od-w480_h480_q80.jpg,2,936,1 Glenwood Ave,Boston,MA,02136
"31 Ethel St, Boston, MA 02131",820000,https://www.realtor.com/realestateandhomes-detail/31-Ethel-St_Boston_MA_02131_M37937-81792,https://ap.rdcpix.com/3fd1e73aaea6df1a63c9708c59a9401fl-m2623506282od-w480_h480_q80.jpg,3,2575,31 Ethel St,Boston,MA,02131
"21-21A Dacia St, Boston, MA 02125",875000,https://www.realtor.com/realestateandhomes-detail/21-21A-Dacia-St_Boston_MA_02125_M31198-11751,https://ap.rdcpix.com/634c868a077e8dec63f225f211aa961dl-m17632444od-w480_h480_q80.jpg,6,2484,21-21A Dacia St,Boston,MA,02125
"388 Marlborough St Apt 2, Boston, MA 02115",675000,https://www.realtor.com/realestateandhomes-detail/388-Marlborough-St-Apt-2_Boston_MA_02115_M40740-90434,https://ap.rdcpix.com/4d0a2304bcfd0cbd9f41fd49acfdcf50l-m2993646679od-w480_h480_q80.jpg,1,516,388 Marlborough St Apt 2,Boston,MA,02115
"176 Coleridge St, Boston, MA 02128",3995000,https://www.realtor.com/realestateandhomes-detail/176-Coleridge-St_Boston_MA_02128_M39170-05743,https://ap.rdcpix.com/3c2b917707623205946add2069547fa8l-m2615960595od-w480_h480_q80.jpg,3,2752,176 Coleridge St,Boston,MA,02128
"25 Crandall St, Boston, MA 02131",849000,https://www.realtor.com/realestateandhomes-detail/25-Crandall-St_Boston_MA_02131_M31391-85213,https://ap.rdcpix.com/cd8e6afd77116af388f50917e6118281l-m3860109804od-w480_h480_q80.jpg,6,2308,25 Crandall St,Boston,MA,02131
"43 Commercial Wharf Apt 8, Boston, MA 02110",2095000,https://www.realtor.com/realestateandhomes-detail/43-Commercial-Wharf-Apt-8_Boston_MA_02110_M37137-18804,https://ap.rdcpix.com/b0325411abaef2c4b2124de85ab0342al-m279847461od-w480_h480_q80.jpg,2,1700,43 Commercial Wharf Apt 8,Boston,MA,02110
"72 Rockland St, Boston, MA 02132",1080000,https://www.realtor.com/realestateandhomes-detail/72-Rockland-St_Boston_MA_02132_M49376-85791,https://ap.rdcpix.com/387418744e20c2d8038b107cb7b600f8l-m1084326170od-w480_h480_q80.jpg,5,2839,72 Rockland St,Boston,MA,02132
"24B Burrell St, Boston, MA 02119",150000,https://www.realtor.com/realestateandhomes-detail/24B-Burrell-St_Boston_MA_02119_M92980-96491,https://ap.rdcpix.com/25d0ba0341147e237d92b7d3f5147441l-m1364528290od-w480_h480_q80.jpg,,,24B Burrell St,Boston,MA,02119
"20 Willet St, Boston, MA 02132",1249900,https://www.realtor.com/realestateandhomes-detail/20-Willet-St_Boston_MA_02132_M31771-96474,https://ap.rdcpix.com/7010c8f7eabadcae167815846d6b0cc9l-m117066523od-w480_h480_q80.jpg,5,2542,20 Willet St,Boston,MA,02132
"121 Grove St Apt 4, Boston, MA 02132",309000,https://www.realtor.com/realestateandhomes-detail/121-Grove-St-Apt-4_Boston_MA_02132_M41862-73700,https://ap.rdcpix.com/cbb5c5ce376b3e73a5f58644f9aab9bel-m3770957156od-w480_h480_q80.jpg,1,620,121 Grove St Apt 4,Boston,MA,02132
"183 Maverick St Apt 1, Boston, MA 02128",829000,https://www.realtor.com/realestateandhomes-detail/183-Maverick-St-Apt-1_Boston_MA_02128_M93563-55341,https://ap.rdcpix.com/b5db7e7857c25f771eb32a4eb96a8d2dl-b786618900od-w480_h480_q80.jpg,4,1167,183 Maverick St Apt 1,Boston,MA,02128
"192 W 7th St Apt 1, Boston, MA 02127",799999,https://www.realtor.com/realestateandhomes-detail/192-W-7th-St-Apt-1_Boston_MA_02127_M97081-14921,https://ap.rdcpix.com/0160354e1a82ff5a7ebfb68ec618108el-m609679181od-w480_h480_q80.jpg,2,912,192 W 7th St Apt 1,Boston,MA,02127
"691 E 8th St Apt 1, Boston, MA 02127",674900,https://www.realtor.com/realestateandhomes-detail/691-E-8th-St-Apt-1_South-Boston_MA_02127_M92097-20838,https://ap.rdcpix.com/e8fb71e584838f1637f2d484b1bc7588l-m2592987405od-w480_h480_q80.jpg,2,880,691 E 8th St Apt 1,Boston,MA,02127
"197-199 Dorchester St, Boston, MA 02127",1150000,https://www.realtor.com/realestateandhomes-detail/197-199-Dorchester-St_Boston_MA_02127_M90689-57366,https://ap.rdcpix.com/dfffc4d8ad5110cb2457971b5ba31f53l-m2304406316od-w480_h480_q80.jpg,4,2247,197-199 Dorchester St,Boston,MA,02127
"1576 Commonwealth Ave Apt 9, Boston, MA 02135",320000,https://www.realtor.com/realestateandhomes-detail/1576-Commonwealth-Ave-Apt-9_Brighton_MA_02135_M49435-67512,https://ap.rdcpix.com/5ecfb5001d965e3488c623851e1ae95cl-m1317054151od-w480_h480_q80.jpg,0,310,1576 Commonwealth Ave Apt 9,Boston,MA,02135
"555 Columbus Ave Apt 7, Boston, MA 02118",695000,https://www.realtor.com/realestateandhomes-detail/555-Columbus-Ave-Apt-7_Boston_MA_02118_M34220-49951,https://ap.rdcpix.com/abcfd9531a8d3cf689dd5999f1de3629l-m1717407014od-w480_h480_q80.jpg,1,446,555 Columbus Ave Apt 7,Boston,MA,02118
"17 Seymour St Unit 3, Boston, MA 02131",539000,https://www.realtor.com/realestateandhomes-detail/17-Seymour-St-3_Boston_MA_02131_M48759-40496,https://ap.rdcpix.com/1a9fe5ad0dec0e5bbd4ebfce894e4365l-b865255399od-w480_h480_q80.jpg,2,934,17 Seymour St Unit 3,Boston,MA,02131
"69-71 Baker St, Boston, MA 02132",1199000,https://www.realtor.com/realestateandhomes-detail/69-71-Baker-St_Boston_MA_02132_M96217-59547,https://ap.rdcpix.com/99fe8c4dd45fe4ea893c3500d3def579l-m1590758534od-w480_h480_q80.jpg,6,2851,69-71 Baker St,Boston,MA,02132
"78 Bunker Hill St, Boston, MA 02129",875000,https://www.realtor.com/realestateandhomes-detail/78-Bunker-Hill-St_Boston_MA_02129_M35991-29699,https://ap.rdcpix.com/ded05180066c7a4b7bfca53b3a11f8b9l-m2576214786od-w480_h480_q80.jpg,4,1712,78 Bunker Hill St,Boston,MA,02129
"416 Marlborough St Apt 101, Boston, MA 02115",1190000,https://www.realtor.com/realestateandhomes-detail/416-Marlborough-St-Apt-101_Boston_MA_02115_M33128-94856,https://ap.rdcpix.com/11e738029876dd6b29a37222e82a180dl-m2605888996od-w480_h480_q80.jpg,2,1024,416 Marlborough St Apt 101,Boston,MA,02115
"23 Milford St Unit 2, Boston, MA 02118",1695000,https://www.realtor.com/realestateandhomes-detail/23-Milford-St-2_Boston_MA_02118_M37329-55551,https://ap.rdcpix.com/72e27ac23c2ee2e09e240c1d27348319l-m1713079105od-w480_h480_q80.jpg,2,1287,23 Milford St Unit 2,Boston,MA,02118
"34 Hallron St, Boston, MA 02136",660000,https://www.realtor.com/realestateandhomes-detail/34-Hallron-St_Boston_MA_02136_M44411-72746,https://ap.rdcpix.com/75fc40e2d90944ee8c7b5a4db270966cl-m4160944623od-w480_h480_q80.jpg,4,1139,34 Hallron St,Boston,MA,02136
"32 Malcolm Rd, Boston, MA 02130",2995000,https://www.realtor.com/realestateandhomes-detail/32-Malcolm-Rd_Boston_MA_02130_M48023-21366,https://ap.rdcpix.com/530c62ac26d0e5a79d48f91dacc21f86l-m2485286390od-w480_h480_q80.jpg,5,4454,32 Malcolm Rd,Boston,MA,02130
"40 Devon St Apt 1, Boston, MA 02121",595000,https://www.realtor.com/realestateandhomes-detail/40-Devon-St-Apt-1_Boston_MA_02121_M93959-50465,https://ap.rdcpix.com/3c4de5023672e970ea9974d057ed51bal-m3436533416od-w480_h480_q80.jpg,3,1140,40 Devon St Apt 1,Boston,MA,02121
"104-R Homes Ave, Boston, MA 02122",559000,https://www.realtor.com/realestateandhomes-detail/104R-Homes-Ave_Boston_MA_02122_M91529-23880,https://ap.rdcpix.com/75ee14409d47211975b57303540b729fl-m846043519od-w480_h480_q80.jpg,2,826,104-R Homes Ave,Boston,MA,02122
"823 E 6th St Unit 4, Boston, MA 02127",1600000,https://www.realtor.com/realestateandhomes-detail/823-E-6th-St-Unit-4_South-Boston_MA_02127_M90657-26057,https://ap.rdcpix.com/e37f2af498f9f551166dd00b828c8d71l-m3622292803od-w480_h480_q80.jpg,4,2323,823 E 6th St Unit 4,Boston,MA,02127
"737 American Legion Hwy, Boston, MA 02131",749000,https://www.realtor.com/realestateandhomes-detail/737-American-Legion-Hwy_Boston_MA_02131_M45456-89193,https://ap.rdcpix.com/b9c6ba822c97c9518fad3f1591ecd029l-m3052726893od-w480_h480_q80.jpg,5,1875,737 American Legion Hwy,Boston,MA,02131
"487 E 7th St Apt 2, Boston, MA 02127",499000,https://www.realtor.com/realestateandhomes-detail/487-E-7th-St-Apt-2_Boston_MA_02127_M91022-85178,https://ap.rdcpix.com/3370e05555d9ab46fabbe87ac552e4c2l-w125746551od-w480_h480_q80.jpg,1,453,487 E 7th St Apt 2,Boston,MA,02127
"45 Moville St, Boston, MA 02132",1199000,https://www.realtor.com/realestateandhomes-detail/45-Moville-St_Boston_MA_02132_M45572-75049,https://ap.rdcpix.com/a9ea894ad098f10145be6cc1bac7ccd7l-m3099012113od-w480_h480_q80.jpg,5,2694,45 Moville St,Boston,MA,02132
"951 Adams St, Boston, MA 02124",715000,https://www.realtor.com/realestateandhomes-detail/951-Adams-St_Boston_MA_02124_M45387-04535,https://ap.rdcpix.com/3c88c9b40da21a5381e3106a4911ec1bl-m3104452415od-w480_h480_q80.jpg,3,1226,951 Adams St,Boston,MA,02124
"520 Mass Ave Apt 1, Boston, MA 02118",950000,https://www.realtor.com/realestateandhomes-detail/520-Mass-Ave-Apt-1_Boston_MA_02118_M90538-53932,https://ap.rdcpix.com/87519e9d40911b1022f19ce54884b577l-m3625292747od-w480_h480_q80.jpg,2,1128,520 Mass Ave Apt 1,Boston,MA,02118
"4 Martin St Unit 2, Boston, MA 02132",668900,https://www.realtor.com/realestateandhomes-detail/4-Martin-St-2_Boston_MA_02132_M93301-24827,https://ap.rdcpix.com/6680d69877a66d60f7f9c7b0ab945e0el-b1661909934od-w480_h480_q80.jpg,3,1568,4 Martin St Unit 2,Boston,MA,02132
"158 Commercial St Apt 5, Boston, MA 02109",1025000,https://www.realtor.com/realestateandhomes-detail/158-Commercial-St-Apt-5_Boston_MA_02109_M43904-71681,https://ap.rdcpix.com/74b7ce037856dd5c7d5100cd75eb2de7l-b295815543od-w480_h480_q80.jpg,2,1130,158 Commercial St Apt 5,Boston,MA,02109
"62-64 Edson St, Boston, MA 02124",1295000,https://www.realtor.com/realestateandhomes-detail/62-64-Edson-St_Boston_MA_02124_M90017-31476,https://ap.rdcpix.com/d9578b25673802ea4fa6c25bcf059943l-m3231127157od-w480_h480_q80.jpg,6,3284,62-64 Edson St,Boston,MA,02124
"304 Commonwealth Ave Apt 3, Boston, MA 02115",10500000,https://www.realtor.com/realestateandhomes-detail/304-Commonwealth-Ave-Apt-3_Boston_MA_02115_M44726-87533,https://ap.rdcpix.com/9944a2ed2ea066dbeea1325b19176f12l-m3655384386od-w480_h480_q80.jpg,4,4122,304 Commonwealth Ave Apt 3,Boston,MA,02115
"289 Walk Hill St, Boston, MA 02131",65000000,https://www.realtor.com/realestateandhomes-detail/289-Walk-Hill-St_Boston_MA_02131_M95162-83643,https://ap.rdcpix.com/aa83187197fe0e2e33ba170d1abea17fl-m3077192195od-w480_h480_q80.jpg,9,98205,289 Walk Hill St,Boston,MA,02131
"63 Beech Glen St, Boston, MA 02119",990000,https://www.realtor.com/realestateandhomes-detail/63-Beech-Glen-St_Roxbury_MA_02119_M36712-60820,https://ap.rdcpix.com/d0320d68c57fe00e872c1b9674ad7f84l-m797989573od-w480_h480_q80.jpg,6,2280,63 Beech Glen St,Boston,MA,02119
"112 Sawyer Ave Apt 1, Boston, MA 02125",775000,https://www.realtor.com/realestateandhomes-detail/112-Sawyer-Ave-Apt-1_Boston_MA_02125_M96540-73600,https://ap.rdcpix.com/dd56dc445269a3d59f339dea9674e5b5l-b616359351od-w480_h480_q80.jpg,3,1329,112 Sawyer Ave Apt 1,Boston,MA,02125
"73 Draper St, Boston, MA 02122",1300000,https://www.realtor.com/realestateandhomes-detail/73-Draper-St_Boston_MA_02122_M93802-77552,https://ap.rdcpix.com/efac2c6e2f5ff90ca6314800e1ba0d1cl-m146819381od-w480_h480_q80.jpg,11,3870,73 Draper St,Boston,MA,02122
"10 Waterloo St, Boston, MA 02136",1034950,https://www.realtor.com/realestateandhomes-detail/10-Waterloo-St_Boston_MA_02136_M30244-06110,https://ap.rdcpix.com/d805d80b6fdf0acf04f678aead6792b9l-m45047239od-w480_h480_q80.jpg,4,2714,10 Waterloo St,Boston,MA,02136
"365 Marlborough St Apt 3, Boston, MA 02115",1990000,https://www.realtor.com/realestateandhomes-detail/365-Marlborough-St-Apt-3_Boston_MA_02115_M47211-22026,https://ap.rdcpix.com/0db2554237820885d52b17a92be0f869l-m2524793388od-w480_h480_q80.jpg,2,1124,365 Marlborough St Apt 3,Boston,MA,02115
"63 Park Dr Unit 63, Boston, MA 02215",799000,https://www.realtor.com/realestateandhomes-detail/63-Park-Dr_Boston_MA_02215_M45917-65459,https://ap.rdcpix.com/5f80c8a76593e04dea64773e14e3dfcbl-m362265269od-w480_h480_q80.jpg,4,1035,63 Park Dr Unit 63,Boston,MA,02215
"160 Cottage St Apt 202, Boston, MA 02128",389000,https://www.realtor.com/realestateandhomes-detail/160-Cottage-St-Apt-202_Boston_MA_02128_M38059-90500,https://ap.rdcpix.com/2095596c557eda06152931fdd09d5c02l-m763609706od-w480_h480_q80.jpg,2,482,160 Cottage St Apt 202,Boston,MA,02128
"1419 Commonwealth Ave Apt 303, Boston, MA 02135",649990,https://www.realtor.com/realestateandhomes-detail/1419-Commonwealth-Ave-Apt-303_Boston_MA_02135_M33725-04833,https://ap.rdcpix.com/2630b0b9de6342f2390fd2c587c94834l-m1046524966od-w480_h480_q80.jpg,2,1016,1419 Commonwealth Ave Apt 303,Boston,MA,02135
"51 Colborne Rd Apt B1, Boston, MA 02135",425000,https://www.realtor.com/realestateandhomes-detail/51-Colborne-Rd-Apt-B1_Brighton_MA_02135_M41226-95159,https://ap.rdcpix.com/3db3cd88f749a303cb11edc6576ff52bl-m1396199695od-w480_h480_q80.jpg,2,760,51 Colborne Rd Apt B1,Boston,MA,02135
"145 Chiswick Rd Apt 6, Boston, MA 02135",630000,https://www.realtor.com/realestateandhomes-detail/145-Chiswick-Rd-Apt-6_Boston_MA_02135_M32097-58165,https://ap.rdcpix.com/5dc92314fb019d59e46dc0cae04d6231l-w2416910561od-w480_h480_q80.jpg,3,1080,145 Chiswick Rd Apt 6,Boston,MA,02135
"33 Bowdoin St Apt 1, Boston, MA 02114",2050000,https://www.realtor.com/realestateandhomes-detail/33-Bowdoin-St-Apt-1_Boston_MA_02114_M98195-79688,https://ap.rdcpix.com/88619bf6e00c2fcaab67e6551b50dec7l-b185232169od-w480_h480_q80.jpg,3,2128,33 Bowdoin St Apt 1,Boston,MA,02114
"18-18R Putnam St, Boston, MA 02129",2000000,https://www.realtor.com/realestateandhomes-detail/18-18R-Putnam-St_Boston_MA_02129_M99431-16373,https://ap.rdcpix.com/f56c99d35168178d0c702301816283d6l-b2775352932od-w480_h480_q80.jpg,3,1930,18-18R Putnam St,Boston,MA,02129
"103-105 Homer St, Boston, MA 02128",930000,https://www.realtor.com/realestateandhomes-detail/103-105-Homer-St_Boston_MA_02128_M95985-38797,https://ap.rdcpix.com/2778687416f087b042163450011d7e0fl-b464364546od-w480_h480_q80.jpg,5,2184,103-105 Homer St,Boston,MA,02128
"400 K St Apt 3, Boston, MA 02127",699999,https://www.realtor.com/realestateandhomes-detail/400-K-St-Apt-3_Boston_MA_02127_M90465-46604,https://ap.rdcpix.com/d1e0bd6016094d3302aee17a7f7bf8b7l-m1675188269od-w480_h480_q80.jpg,2,859,400 K St Apt 3,Boston,MA,02127
"644 Adams St Apt 3, Boston, MA 02122",775000,https://www.realtor.com/realestateandhomes-detail/644-Adams-St-Apt-3_Boston_MA_02122_M91328-55656,https://ap.rdcpix.com/a60d38b05ba17ce925f64e6ac8bd4bf9l-m508202838od-w480_h480_q80.jpg,2,1144,644 Adams St Apt 3,Boston,MA,02122
"2035 Commonwealth Ave Apt 5, Boston, MA 02135",569900,https://www.realtor.com/realestateandhomes-detail/2035-Commonwealth-Ave-Apt-5_Boston_MA_02135_M34331-67490,https://ap.rdcpix.com/3b35e87575442bb644d15a9c1f5edbaal-m3441512208od-w480_h480_q80.jpg,2,855,2035 Commonwealth Ave Apt 5,Boston,MA,02135
"366 Blue Hill Ave Unit 366, Boston, MA 02121",575000,https://www.realtor.com/realestateandhomes-detail/366-Blue-Hill-Ave_Boston_MA_02121_M35981-08294,https://ap.rdcpix.com/10110329f128284f8046e227d595f4adl-m1891053716od-w480_h480_q80.jpg,4,1404,366 Blue Hill Ave Unit 366,Boston,MA,02121
"13 Eden St Unit 3, Boston, MA 02129",975000,https://www.realtor.com/realestateandhomes-detail/13-Eden-St-3_Charlestown_MA_02129_M32677-60906,https://ap.rdcpix.com/82ccc96c3ad063c2ef8b77b2fb46b559l-b3862062677od-w480_h480_q80.jpg,3,1241,13 Eden St Unit 3,Boston,MA,02129
"15-17 Pershing Rd Unit 1, Boston, MA 02130",1365000,https://www.realtor.com/realestateandhomes-detail/15-17-Pershing-Rd-Unit-1_Boston_MA_02130_M91423-39939,https://ap.rdcpix.com/2b5f742fd175f389c1e8a83ddae6a420l-m873787698od-w480_h480_q80.jpg,3,2148,15-17 Pershing Rd Unit 1,Boston,MA,02130
"170 Walter St, Boston, MA 02131",998000,https://www.realtor.com/realestateandhomes-detail/170-Walter-St_Boston_MA_02131_M45740-85841,https://ap.rdcpix.com/26632d6d03c4b7cd0c6276844777f740l-m380716751od-w480_h480_q80.jpg,4,2558,170 Walter St,Boston,MA,02131
"197 8th St Ph 215, Boston, MA 02129",2399000,https://www.realtor.com/realestateandhomes-detail/197-8th-St-Ph-215_Charlestown_MA_02129_M43070-65734,https://ap.rdcpix.com/82d5959df3eead97f09076b8ab40aa78l-m4224483453od-w480_h480_q80.jpg,3,2483,197 8th St Ph 215,Boston,MA,02129
"59 Pier 7 Unit 59, Boston, MA 02129",2150000,https://www.realtor.com/realestateandhomes-detail/59-Pier-7_Boston_MA_02129_M99592-06301,https://ap.rdcpix.com/6c2442268497be190007cb3da2c8ad53l-b928436597od-w480_h480_q80.jpg,4,2815,59 Pier 7 Unit 59,Boston,MA,02129
"38 Ransom Rd Apt 14, Boston, MA 02135",359900,https://www.realtor.com/realestateandhomes-detail/38-Ransom-Rd-Apt-14_Boston_MA_02135_M38588-67724,https://ap.rdcpix.com/8daa76b408df0035edd143d9eaf3a2b7l-m336688908od-w480_h480_q80.jpg,1,507,38 Ransom Rd Apt 14,Boston,MA,02135
"22 Belmont St, Boston, MA 02129",1495000,https://www.realtor.com/realestateandhomes-detail/22-Belmont-St_Boston_MA_02129_M47808-82780,https://ap.rdcpix.com/83e9a63775f1ce08a4c156fb4541f7cal-m2699768956od-w480_h480_q80.jpg,3,1508,22 Belmont St,Boston,MA,02129
"90 Wareham St Unit 306, Boston, MA 02118",849999,https://www.realtor.com/realestateandhomes-detail/90-Wareham-St-Unit-306_Boston_MA_02118_M34885-51222,https://ap.rdcpix.com/346ca4a5dad35a7d3013ab2943c5b8dfl-m1140562742od-w480_h480_q80.jpg,2,1148,90 Wareham St Unit 306,Boston,MA,02118
"691 Massachusetts Ave Unit 102, Boston, MA 02118",650000,https://www.realtor.com/realestateandhomes-detail/691-Massachusetts-Ave-Unit-102_Boston_MA_02118_M35435-18487,https://ap.rdcpix.com/11d012df883b82da4cf0b30d25e432c4l-m482312559od-w480_h480_q80.jpg,1,837,691 Massachusetts Ave Unit 102,Boston,MA,02118
"8 Bowditch Rd, Boston, MA 02130",1195000,https://www.realtor.com/realestateandhomes-detail/8-Bowditch-Rd_Boston_MA_02130_M39383-64723,https://ap.rdcpix.com/428d0b669669112322fde9e5f2756569l-m1126186783od-w480_h480_q80.jpg,3,2035,8 Bowditch Rd,Boston,MA,02130
"206 Allandale Rd Apt 3B, Boston, MA 02467",1600000,https://www.realtor.com/realestateandhomes-detail/206-Allandale-Rd-Apt-3B_Chestnut-Hill_MA_02467_M31804-59032,https://ap.rdcpix.com/b649ce0cd8a62e23fd3fbacf960b4a8fl-m2841761076od-w480_h480_q80.jpg,3,2944,206 Allandale Rd Apt 3B,Boston,MA,02467
"88 Walnut St Apt 2, Boston, MA 02122",599000,https://www.realtor.com/realestateandhomes-detail/88-Walnut-St-Apt-2_Boston_MA_02122_M40076-39664,https://ap.rdcpix.com/b73c6c1dd323e73334b2ebcf2f2a6f1al-m220620379od-w480_h480_q80.jpg,3,1334,88 Walnut St Apt 2,Boston,MA,02122
"5 Kinsale Ln, Boston, MA 02136",1500000,https://www.realtor.com/realestateandhomes-detail/5-Kinsale-Ln_Boston_MA_02136_M96000-56260,https://ap.rdcpix.com/4509996e66a62de32b26ef21724b09f8l-b1238088640od-w480_h480_q80.jpg,4,2350,5 Kinsale Ln,Boston,MA,02136
"43 Cooper St, Boston, MA 02113",4195000,https://www.realtor.com/realestateandhomes-detail/43-Cooper-St_Boston_MA_02113_M42354-49520,https://ap.rdcpix.com/b4fdb0a72aac765a9f0b05af79ac45f3l-m1794545431od-w480_h480_q80.jpg,16,3920,43 Cooper St,Boston,MA,02113
"60 Spring Park Ave Unit 1, Boston, MA 02130",799000,https://www.realtor.com/realestateandhomes-detail/60-Spring-Park-Ave-1_Boston_MA_02130_M47872-69074,https://ap.rdcpix.com/70a44fe54a6b4a15cd7d76ef2cf07a8cl-b619366859od-w480_h480_q80.jpg,2,1058,60 Spring Park Ave Unit 1,Boston,MA,02130
"566 Commonwealth Ave Apt 906, Boston, MA 02215",898000,https://www.realtor.com/realestateandhomes-detail/566-Commonwealth-Ave-Apt-906_Boston_MA_02215_M95481-55472,https://ap.rdcpix.com/52e11ca4b6894b08d56890fef8bc49ecl-m2603785653od-w480_h480_q80.jpg,2,1257,566 Commonwealth Ave Apt 906,Boston,MA,02215
"54 Myrtle St Apt 10, Boston, MA 02114",649999,https://www.realtor.com/realestateandhomes-detail/54-Myrtle-St-Apt-10_Boston_MA_02114_M40994-88840,https://ap.rdcpix.com/f1910bf8d8e9c8ec46670acb8f80eae9l-m1163160400od-w480_h480_q80.jpg,1,515,54 Myrtle St Apt 10,Boston,MA,02114
"11 Robinwood Ave, Boston, MA 02130",2399000,https://www.realtor.com/realestateandhomes-detail/11-Robinwood-Ave_Boston_MA_02130_M38331-46000,https://ap.rdcpix.com/ee6fbb78f4f518c8d4d10158a1d4f09cl-b2041126479od-w480_h480_q80.jpg,5,3390,11 Robinwood Ave,Boston,MA,02130
"28 Fifield St, Boston, MA 02122",579000,https://www.realtor.com/realestateandhomes-detail/28-Fifield-St_Boston_MA_02122_M33960-01973,https://ap.rdcpix.com/bb2799844ee1120dba5f8ca74f205ca7l-m3057850127od-w480_h480_q80.jpg,5,1764,28 Fifield St,Boston,MA,02122
"29 Custer St Apt 105, Boston, MA 02130",525000,https://www.realtor.com/realestateandhomes-detail/29-Custer-St-Apt-105_Boston_MA_02130_M35250-10888,https://ap.rdcpix.com/100c671b1a1ccb57d96c5c1a3bbd4176l-m1847363771od-w480_h480_q80.jpg,2,799,29 Custer St Apt 105,Boston,MA,02130
"19 Salutation St Apt 52, Boston, MA 02109",549000,https://www.realtor.com/realestateandhomes-detail/19-Salutation-St-Apt-52_Boston_MA_02109_M46700-22899,https://ap.rdcpix.com/762e3b53fcd0e2299434a19f9f0439dfl-m1177338144od-w480_h480_q80.jpg,1,483,19 Salutation St Apt 52,Boston,MA,02109
"41 Chestnut St, Boston, MA 02108",6250000,https://www.realtor.com/realestateandhomes-detail/41-Chestnut-St_Boston_MA_02108_M32612-38879,https://ap.rdcpix.com/0a70d3313dcc6ea9a6b023b2f99a371al-b1445678080od-w480_h480_q80.jpg,5,3849,41 Chestnut St,Boston,MA,02108
"7 Kershaw Rd, Boston, MA 02132",849000,https://www.realtor.com/realestateandhomes-detail/7-Kershaw-Rd_West-Roxbury_MA_02132_M47338-62607,https://ap.rdcpix.com/42356bd6b9e39a715d936bf6a0b80cfel-m2028653688od-w480_h480_q80.jpg,4,1857,7 Kershaw Rd,Boston,MA,02132
"2 Battery Wharf Unit 2504, Boston, MA 02109",2290000,https://www.realtor.com/realestateandhomes-detail/2-Battery-Wharf-2504_Boston_MA_02109_M35199-79465,https://ap.rdcpix.com/75c820e663d752a678e353d501bce078l-m1269156956od-w480_h480_q80.jpg,2,1819,2 Battery Wharf Unit 2504,Boston,MA,02109
"247 Harvard St, Boston, MA 02124",1210000,https://www.realtor.com/realestateandhomes-detail/247-Harvard-St_Dorchester-Center_MA_02124_M31434-31788,https://ap.rdcpix.com/99204b6d6d8ff99900f69f76ae02d936l-m3038493091od-w480_h480_q80.jpg,9,4308,247 Harvard St,Boston,MA,02124
"99 Fulton St Apt 4-1, Boston, MA 02109",895000,https://www.realtor.com/realestateandhomes-detail/99-Fulton-St-Apt-4-1_Boston_MA_02109_M97771-81702,https://ap.rdcpix.com/257682c7e8e55f8cd0fe3d0c2e438c9fl-b207961337od-w480_h480_q80.jpg,2,802,99 Fulton St Apt 4-1,Boston,MA,02109
"86 Mount Vernon St, Boston, MA 02108",8990000,https://www.realtor.com/realestateandhomes-detail/86-Mount-Vernon-St_Boston_MA_02108_M40152-77256,https://ap.rdcpix.com/db09e89ad6fd627c60882180250f027dl-m1194673485od-w480_h480_q80.jpg,5,4492,86 Mount Vernon St,Boston,MA,02108
"63 West Cedar St Apt 2, Boston, MA 02114",799000,https://www.realtor.com/realestateandhomes-detail/63-West-Cedar-St-Apt-2_Boston_MA_02114_M40072-72292,https://ap.rdcpix.com/7e511a09fb2491ffb5793545aa5e6e1fl-m4294780667od-w480_h480_q80.jpg,2,740,63 West Cedar St Apt 2,Boston,MA,02114
"409 E 1st St, Boston, MA 02127",1199000,https://www.realtor.com/realestateandhomes-detail/409-E-1st-St_Boston_MA_02127_M38315-97490,https://ap.rdcpix.com/d5cfbae019ef94d0e7fe276ea2836676l-b2228714639od-w480_h480_q80.jpg,3,1581,409 E 1st St,Boston,MA,02127
